"路線","卡號","票種","上車日期","上車時間","上車分鐘","上車站名","下車日期","下車時間","下車分鐘","下車站名"
44,"43EB8DE9","學生票",2016-01-05,"18:31",1111,"馬蘭加油站","2016/1/5","18:54:57",1134,"龍過脈"
44,"83B08DE9","學生票",2016-01-05,"18:31",1111,"馬蘭加油站","2016/1/5","18:59:39",1139,"四維"
44,"93348FE9","學生票",2016-01-05,"18:17",1097,"新生站","2016/1/5","18:58:21",1138,"舊鹿鳴"
44,"B3728FE9","學生票",2016-01-05,"18:17",1097,"新生站","2016/1/5","18:36:19",1116,"卑南農會"
44,"B3998EE9","學生票",2016-01-05,"18:31",1111,"馬蘭加油站","2016/1/5","19:17:58",1157,"瑞和"
44,"B3BA8DE9","學生票",2016-01-05,"18:18",1098,"新生站","2016/1/5","19:08:40",1148,"鹿野"
44,"C1F32E00","一般票",2016-01-05,"18:17",1097,"新生站","2016/1/5","18:52:25",1132,"初鹿"
44,"C3DD8DE9","學生票",2016-01-05,"18:27",1107,"變電所","2016/1/5","18:54:52",1134,"龍過脈"
44,"D36C8FE9","學生票",2016-01-05,"18:18",1098,"新生站","2016/1/5","18:51:46",1131,"明峰"
44,"E39984E9","學生票",2016-01-05,"18:25",1105,"署東醫院","2016/1/5","18:59:57",1139,"四維"
44,"E3DF8DE9","學生票",2016-01-05,"18:35",1115,"卑南農會","2016/1/5","18:44:48",1124,"賓朗"
44,"E87E3FD6","學生票",2016-01-05,"18:17",1097,"新生站","2016/1/5","18:35:54",1115,"卑南農會"
44,"E8803CD6","學生票",2016-01-05,"18:31",1111,"馬蘭加油站","2016/1/5","19:08:15",1148,"鹿野"
44,"E88C43D6","學生票",2016-01-05,"18:17",1097,"新生站","2016/1/5","19:04:11",1144,"龍田"
44,"E8C440D6","學生票",2016-01-05,"18:17",1097,"新生站","2016/1/5","18:52:21",1132,"初鹿"
44,"02E11903","敬老票",2016-01-05,"07:42",462,"馬蘭榮家","2016/1/5","09:03:20",543,"池上郵局"
44,"6268BD02","敬老票",2016-01-05,"08:27",507,"瑞興","2016/1/5","08:41:41",521,"關山"
44,"D2351A03","敬老票",2016-01-05,"08:33",513,"景豐","2016/1/5","08:42:06",522,"關山"
44,"E2311A03","敬老票",2016-01-05,"08:33",513,"景豐","2016/1/5","08:42:12",522,"關山"
44,"E2F4BA02","敬老票",2016-01-05,"08:16",496,"鹿野鄉公所","2016/1/5","08:44:46",524,"關山慈濟"
44,"03C68DE9","學生票",2016-01-06,"18:28",1108,"四維路口","2016/1/6","18:54:39",1134,"龍過脈"
44,"0FDE1328","一般票",2016-01-06,"18:23",1103,"中央市場","2016/1/6","19:21:12",1161,"景豐"
44,"13CA8EE9","學生票",2016-01-06,"18:16",1096,"新生站","2016/1/6","18:50:37",1130,"明峰"
44,"13DF8DE9","學生票",2016-01-06,"18:16",1096,"新生站","2016/1/6","19:07:59",1147,"鹿野"
44,"13F284E9","學生票",2016-01-06,"18:16",1096,"新生站","2016/1/6","18:55:11",1135,"龍過脈"
44,"23CC8EE9","學生票",2016-01-06,"18:24",1104,"署東醫院","2016/1/6","18:50:24",1130,"明峰"
44,"43548FE9","學生票",2016-01-06,"18:17",1097,"新生站","2016/1/6","18:51:35",1131,"明峰"
44,"43CE8DE9","學生票",2016-01-06,"18:16",1096,"新生站","2016/1/6","18:46:08",1126,"東成"
44,"43EB8DE9","學生票",2016-01-06,"18:30",1110,"馬蘭加油站","2016/1/6","18:55:06",1135,"龍過脈"
44,"50396D70","學生票",2016-01-06,"18:16",1096,"新生站","2016/1/6","18:50:22",1130,"明峰"
44,"7.38E+14","學生票",2016-01-06,"18:24",1104,"署東醫院","2016/1/6","18:50:20",1130,"明峰"
44,"7E616130","學生票",2016-01-06,"18:24",1104,"署東醫院","2016/1/6","18:34:26",1114,"卑南農會"
44,"931A92E9","學生票",2016-01-06,"18:26",1106,"變電所","2016/1/6","18:50:35",1130,"明峰"
44,"A3708FE9","學生票",2016-01-06,"18:23",1103,"中央市場","2016/1/6","19:00:10",1140,"四維"
44,"B36E8FE9","學生票",2016-01-06,"18:16",1096,"新生站","2016/1/6","18:42:35",1122,"賓朗"
44,"B3BA8DE9","學生票",2016-01-06,"18:18",1098,"新生站","2016/1/6","19:07:56",1147,"鹿野"
44,"C3D98DE9","學生票",2016-01-06,"18:29",1109,"馬蘭加油站","2016/1/6","18:41:43",1121,"下賓朗"
44,"C3DB8DE9","學生票",2016-01-06,"18:17",1097,"新生站","2016/1/6","19:07:48",1147,"鹿野"
44,"C3DD8DE9","學生票",2016-01-06,"18:26",1106,"變電所","2016/1/6","18:55:09",1135,"龍過脈"
44,"D3668FE9","學生票",2016-01-06,"18:29",1109,"馬蘭加油站","2016/1/6","18:50:27",1130,"明峰"
44,"D36C8FE9","學生票",2016-01-06,"18:16",1096,"新生站","2016/1/6","18:50:32",1130,"明峰"
44,"D83C9C90","學生票",2016-01-06,"18:23",1103,"中央市場","2016/1/6","18:59:56",1139,"四維"
44,"E39191E9","學生票",2016-01-06,"18:16",1096,"新生站","2016/1/6","18:52:02",1132,"初鹿"
44,"E3D98DE9","學生票",2016-01-06,"18:26",1106,"變電所","2016/1/6","19:07:54",1147,"鹿野"
44,"E86F41D6","學生票",2016-01-06,"18:16",1096,"新生站","2016/1/6","18:50:30",1130,"明峰"
44,"F39384E9","學生票",2016-01-06,"18:29",1109,"馬蘭加油站","2016/1/6","18:48:06",1128,"煙草間"
44,"0290BC02","敬老票",2016-01-06,"08:18",498,"鹿野鄉公所","2016/1/6","08:41:08",521,"關山慈濟"
44,"12571A03","敬老票",2016-01-06,"08:37",517,"關山","2016/1/6","08:59:10",539,"池上郵局"
44,"1888724250","敬老票",2016-01-06,"07:28",448,"新生站","2016/1/6","08:41:01",521,"關山慈濟"
44,"9278BC02","敬老票",2016-01-06,"07:48",468,"南王","2016/1/6","08:40:54",520,"關山慈濟"
44,"C27B1903","敬老票",2016-01-06,"08:13",493,"光榮","2016/1/6","08:17:19",497,"鹿野"
44,"D26C1C03","敬老票",2016-01-06,"08:27",507,"瑞和","2016/1/6","08:46:43",526,"海端"
44,"D28C1D03","敬老票",2016-01-06,"08:12",492,"光榮","2016/1/6","08:18:21",498,"鹿野鄉公所"
44,"E27C1903","敬老票",2016-01-06,"08:13",493,"光榮","2016/1/6","08:18:15",498,"鹿野鄉公所"
44,"03DD8DE9","學生票",2016-01-07,"18:31",1111,"馬蘭加油站","2016/1/7","18:50:47",1130,"明峰"
44,"13DF8DE9","學生票",2016-01-07,"18:19",1099,"新生站","2016/1/7","19:06:12",1146,"鹿野"
44,"13F284E9","學生票",2016-01-07,"18:16",1096,"新生站","2016/1/7","18:53:48",1133,"龍過脈"
44,"2.39E+14","學生票",2016-01-07,"18:16",1096,"新生站","2016/1/7","18:50:18",1130,"明峰"
44,"23BA8DE9","學生票",2016-01-07,"18:27",1107,"變電所","2016/1/7","18:38:40",1118,"南王"
44,"42201A03","敬老票",2016-01-07,"18:23",1103,"中央市場","2016/1/7","19:25:29",1165,"關山"
44,"430A85E9","學生票",2016-01-07,"18:17",1097,"新生站","2016/1/7","18:29:50",1109,"四維路口"
44,"43CA8EE9","學生票",2016-01-07,"18:25",1105,"署東醫院","2016/1/7","18:47:25",1127,"東成"
44,"43CE8DE9","學生票",2016-01-07,"18:19",1099,"新生站","2016/1/7","18:47:20",1127,"東成"
44,"43EB8DE9","學生票",2016-01-07,"18:31",1111,"馬蘭加油站","2016/1/7","18:54:07",1134,"龍過脈"
44,"5.30E+14","學生票",2016-01-07,"18:23",1103,"中央市場","2016/1/7","18:58:34",1138,"四維"
44,"53E98DE9","學生票",2016-01-07,"18:16",1096,"新生站","2016/1/7","18:36:43",1116,"卑南"
44,"738E84E9","學生票",2016-01-07,"18:25",1105,"署東醫院","2016/1/7","18:38:54",1118,"南王"
44,"B36E8FE9","學生票",2016-01-07,"18:18",1098,"新生站","2016/1/7","18:43:54",1123,"賓朗"
44,"B3BA8DE9","學生票",2016-01-07,"18:18",1098,"新生站","2016/1/7","19:06:16",1146,"鹿野"
44,"C3DD8DE9","學生票",2016-01-07,"18:27",1107,"變電所","2016/1/7","18:54:10",1134,"龍過脈"
44,"CE426B42","一般票",2016-01-07,"18:16",1096,"新生站","2016/1/7","18:47:29",1127,"東成"
44,"D36C8FE9","學生票",2016-01-07,"18:19",1099,"新生站","2016/1/7","18:50:45",1130,"明峰"
44,"D83C9C90","學生票",2016-01-07,"18:28",1108,"變電所","2016/1/7","18:58:37",1138,"四維"
44,"E39191E9","學生票",2016-01-07,"18:19",1099,"新生站","2016/1/7","18:51:34",1131,"初鹿"
44,"E84F41D6","學生票",2016-01-07,"18:31",1111,"馬蘭加油站","2016/1/7","18:50:43",1130,"明峰"
44,"E88C43D6","學生票",2016-01-07,"18:17",1097,"新生站","2016/1/7","19:02:57",1142,"光榮"
44,"E8C440D6","學生票",2016-01-07,"18:17",1097,"新生站","2016/1/7","18:51:42",1131,"初鹿"
44,"12701C03","敬老票",2016-01-07,"08:28",508,"瑞和","2016/1/7","08:39:43",519,"關山"
44,"22F2BA02","敬老票",2016-01-07,"07:28",448,"新生站","2016/1/7","08:17:17",497,"鹿野"
44,"92ED1A03","敬老票",2016-01-07,"08:23",503,"瑞源","2016/1/7","08:39:35",519,"關山"
44,"B2FEBA02","敬老票",2016-01-07,"07:28",448,"新生站","2016/1/7","08:17:50",497,"鹿野"
44,"03DD8DE9","學生票",2016-01-08,"18:31",1111,"馬蘭加油站","2016/1/8","18:53:25",1133,"明峰"
44,"1166727656","一般票",2016-01-08,"18:14",1094,"新生站","2016/1/8","18:44:35",1124,"下賓朗"
44,"13DF8DE9","學生票",2016-01-08,"18:14",1094,"新生站","2016/1/8","19:10:15",1150,"鹿野"
44,"3.38E+14","學生票",2016-01-08,"18:14",1094,"新生站","2016/1/8","18:35:39",1115,"卑南農會"
44,"33A18DE9","學生票",2016-01-08,"18:15",1095,"新生站","2016/1/8","18:38:41",1118,"南王"
44,"430A85E9","學生票",2016-01-08,"18:17",1097,"新生站","2016/1/8","18:29:49",1109,"四維路口"
44,"43548FE9","學生票",2016-01-08,"18:15",1095,"新生站","2016/1/8","18:54:36",1134,"明峰"
44,"43EB8DE9","學生票",2016-01-08,"18:31",1111,"馬蘭加油站","2016/1/8","18:57:30",1137,"龍過脈"
44,"5.30E+14","學生票",2016-01-08,"18:22",1102,"中央市場","2016/1/8","18:57:27",1137,"龍過脈"
44,"870650038","學生票",2016-01-08,"18:14",1094,"新生站","2016/1/8","18:38:43",1118,"南王"
44,"931A92E9","學生票",2016-01-08,"18:14",1094,"新生站","2016/1/8","18:51:33",1131,"煙草間"
44,"93DC84E9","學生票",2016-01-08,"18:23",1103,"中央市場","2016/1/8","18:29:47",1109,"四維路口"
44,"B36E8FE9","學生票",2016-01-08,"18:15",1095,"新生站","2016/1/8","18:46:19",1126,"賓朗"
44,"B3AF8EE9","學生票",2016-01-08,"18:28",1108,"簡易法庭","2016/1/8","18:38:33",1118,"南王"
44,"C34B91E9","學生票",2016-01-08,"18:14",1094,"新生站","2016/1/8","18:51:36",1131,"煙草間"
44,"C3DD8DE9","學生票",2016-01-08,"18:14",1094,"新生站","2016/1/8","18:57:05",1137,"龍過脈"
44,"D3668FE9","學生票",2016-01-08,"18:31",1111,"馬蘭加油站","2016/1/8","18:53:36",1133,"明峰"
44,"E39191E9","學生票",2016-01-08,"18:14",1094,"新生站","2016/1/8","18:54:56",1134,"初鹿"
44,"E39984E9","學生票",2016-01-08,"18:24",1104,"署東醫院","2016/1/8","19:01:36",1141,"四維"
44,"E3DF8DE9","學生票",2016-01-08,"18:17",1097,"新生站","2016/1/8","18:46:10",1126,"賓朗"
44,"E84F41D6","學生票",2016-01-08,"18:31",1111,"馬蘭加油站","2016/1/8","18:53:23",1133,"明峰"
44,"E86F41D6","學生票",2016-01-08,"18:29",1109,"四維路口","2016/1/8","18:53:28",1133,"明峰"
44,"E87E3FD6","學生票",2016-01-08,"18:14",1094,"新生站","2016/1/8","18:35:42",1115,"卑南農會"
44,"E88C43D6","學生票",2016-01-08,"18:23",1103,"中央市場","2016/1/8","19:05:58",1145,"龍田"
44,"E8C440D6","學生票",2016-01-08,"18:15",1095,"新生站","2016/1/8","18:53:39",1133,"明峰"
44,"E8D53DD6","學生票",2016-01-08,"18:31",1111,"馬蘭加油站","2016/1/8","19:55:20",1195,"池上郵局"
44,"0284BC02","敬老票",2016-01-08,"07:40",460,"馬蘭加油站","2016/1/8","08:42:25",522,"關山慈濟"
44,"22F2BA02","敬老票",2016-01-08,"07:27",447,"新生站","2016/1/8","08:17:04",497,"鹿野"
44,"33D28DE9","學生票",2016-01-08,"08:08",488,"四維","2016/1/8","08:37:59",517,"親水公園"
44,"52241A03","敬老票",2016-01-08,"08:33",513,"月眉國小","2016/1/8","08:38:07",518,"親水公園"
44,"52981A03","敬老票",2016-01-08,"07:36",456,"簡易法庭","2016/1/8","08:41:55",521,"關山慈濟"
44,"715861444","敬老票",2016-01-08,"07:34",454,"署東醫院","2016/1/8","08:42:40",522,"關山慈濟"
44,"A2911D03","敬老票",2016-01-08,"08:12",492,"湖底","2016/1/8","08:13:53",493,"光榮"
44,"B2FEBA02","敬老票",2016-01-08,"07:25",445,"新生站","2016/1/8","08:17:11",497,"鹿野"
44,"C2011C03","敬老票",2016-01-08,"07:39",459,"馬蘭加油站","2016/1/8","08:41:48",521,"關山慈濟"
44,"C2361C03","敬老票",2016-01-08,"08:23",503,"瑞源農會","2016/1/8","08:41:42",521,"關山慈濟"
44,"E2F4BA02","敬老票",2016-01-08,"08:18",498,"鹿野鄉公所","2016/1/8","08:42:45",522,"關山慈濟"
44,"13DF8DE9","學生票",2016-01-11,"18:19",1099,"新生站","2016/1/11","19:05:20",1145,"鹿野"
44,"13F284E9","學生票",2016-01-11,"18:16",1096,"新生站","2016/1/11","18:52:15",1132,"龍過脈"
44,"33A18DE9","學生票",2016-01-11,"18:26",1106,"變電所","2016/1/11","18:36:44",1116,"南王"
44,"430A85E9","學生票",2016-01-11,"18:16",1096,"新生站","2016/1/11","19:00:48",1140,"龍田"
44,"43CE8DE9","學生票",2016-01-11,"18:19",1099,"新生站","2016/1/11","18:45:54",1125,"東成"
44,"5.30E+14","學生票",2016-01-11,"18:23",1103,"中央市場","2016/1/11","18:57:01",1137,"四維"
44,"63B08DE9","學生票",2016-01-11,"18:17",1097,"新生站","2016/1/11","18:36:52",1116,"南王"
44,"B36E8FE9","學生票",2016-01-11,"18:17",1097,"新生站","2016/1/11","18:42:25",1122,"賓朗"
44,"C3D98DE9","學生票",2016-01-11,"18:30",1110,"馬蘭加油站","2016/1/11","18:40:52",1120,"下賓朗"
44,"D36C8FE9","學生票",2016-01-11,"18:19",1099,"新生站","2016/1/11","18:49:21",1129,"明峰"
44,"D83C9C90","學生票",2016-01-11,"18:26",1106,"變電所","2016/1/11","18:56:30",1136,"四維"
44,"E39191E9","學生票",2016-01-11,"18:19",1099,"新生站","2016/1/11","18:50:05",1130,"初鹿"
44,"E3D98DE9","學生票",2016-01-11,"18:26",1106,"變電所","2016/1/11","19:05:13",1145,"鹿野"
44,"E8C440D6","學生票",2016-01-11,"18:17",1097,"新生站","2016/1/11","18:50:10",1130,"初鹿"
44,"12571A03","敬老票",2016-01-11,"08:36",516,"關山","2016/1/11","08:55:57",535,"池上郵局"
44,"1666795493","學生票",2016-01-11,"07:49",469,"賓朗","2016/1/11","08:36:56",516,"關山"
44,"32841D03","敬老票",2016-01-11,"08:07",487,"龍田","2016/1/11","08:35:18",515,"關山"
44,"329DBC02","敬老票",2016-01-11,"08:38",518,"關山慈濟","2016/1/11","08:55:50",535,"池上郵局"
44,"423E1A03","敬老票",2016-01-11,"08:30",510,"月眉","2016/1/11","08:34:48",514,"關山"
44,"4E7F98CC","敬老票",2016-01-11,"07:54",474,"煙草間","2016/1/11","08:38:11",518,"關山慈濟"
44,"82901D03","敬老票",2016-01-11,"08:07",487,"龍田","2016/1/11","08:11:33",491,"鹿野"
44,"92271A03","敬老票",2016-01-11,"08:24",504,"新豐","2016/1/11","08:35:01",515,"關山"
44,"B2FEBA02","敬老票",2016-01-11,"07:26",446,"新生站","2016/1/11","08:12:00",492,"鹿野"
44,"032A92E9","學生票",2016-01-12,"18:16",1096,"新生站","2016/1/12","18:42:25",1122,"下賓朗"
44,"037E8FE9","學生票",2016-01-12,"18:31",1111,"馬蘭加油站","2016/1/12","18:50:03",1130,"煙草間"
44,"0FDE1328","一般票",2016-01-12,"18:23",1103,"中央市場","2016/1/12","19:19:15",1159,"景豐"
44,"13DF8DE9","學生票",2016-01-12,"18:18",1098,"新生站","2016/1/12","19:06:57",1146,"鹿野"
44,"43828FE9","學生票",2016-01-12,"18:26",1106,"變電所","2016/1/12","18:48:04",1128,"東成"
44,"43CE8DE9","學生票",2016-01-12,"18:18",1098,"新生站","2016/1/12","18:47:24",1127,"東成"
44,"43EB8DE9","學生票",2016-01-12,"18:31",1111,"馬蘭加油站","2016/1/12","18:54:25",1134,"龍過脈"
44,"5.30E+14","學生票",2016-01-12,"18:23",1103,"中央市場","2016/1/12","18:54:19",1134,"龍過脈"
44,"63B08DE9","學生票",2016-01-12,"18:16",1096,"新生站","2016/1/12","18:37:16",1117,"南王"
44,"93DC84E9","學生票",2016-01-12,"18:18",1098,"新生站","2016/1/12","18:28:22",1108,"簡易法庭"
44,"A31185E9","學生票",2016-01-12,"18:28",1108,"簡易法庭","2016/1/12","18:51:25",1131,"明峰"
44,"B36E8FE9","學生票",2016-01-12,"18:16",1096,"新生站","2016/1/12","18:43:28",1123,"賓朗"
44,"B3AC84E9","學生票",2016-01-12,"18:16",1096,"新生站","2016/1/12","19:01:36",1141,"湖底"
44,"C3DB8DE9","學生票",2016-01-12,"18:17",1097,"新生站","2016/1/12","19:06:42",1146,"鹿野"
44,"C3DD8DE9","學生票",2016-01-12,"18:26",1106,"變電所","2016/1/12","18:54:23",1134,"龍過脈"
44,"D36C8FE9","學生票",2016-01-12,"18:18",1098,"新生站","2016/1/12","18:51:52",1131,"明峰"
44,"E30A92E9","學生票",2016-01-12,"18:16",1096,"新生站","2016/1/12","19:03:44",1143,"光榮"
44,"E39984E9","學生票",2016-01-12,"18:24",1104,"署東醫院","2016/1/12","18:58:28",1138,"四維"
44,"E8C440D6","學生票",2016-01-12,"18:16",1096,"新生站","2016/1/12","18:51:55",1131,"明峰"
44,"E8E544D6","學生票",2016-01-12,"18:26",1106,"變電所","2016/1/12","18:41:29",1121,"下賓朗"
44,"12561B03","敬老票",2016-01-12,"08:40",520,"月眉","2016/1/12","08:46:12",526,"親水公園"
44,"22F2BA02","敬老票",2016-01-12,"07:26",446,"台東","2016/1/12","08:21:32",501,"鹿野"
44,"623C1A03","敬老票",2016-01-12,"08:35",515,"景豐","2016/1/12","08:46:03",526,"親水公園"
44,"6268BD02","敬老票",2016-01-12,"08:30",510,"瑞興","2016/1/12","08:45:48",525,"親水公園"
44,"A2160C03","敬老票",2016-01-12,"08:14",494,"湖底","2016/1/12","08:17:05",497,"光榮"
44,"A2911D03","敬老票",2016-01-12,"08:14",494,"湖底","2016/1/12","08:17:08",497,"光榮"
44,"B2FEBA02","敬老票",2016-01-12,"07:26",446,"台東","2016/1/12","08:21:38",501,"鹿野"
44,"C27B1903","敬老票",2016-01-12,"08:17",497,"光榮","2016/1/12","08:21:47",501,"鹿野"
44,"D2861D03","敬老票",2016-01-12,"08:15",495,"龍田","2016/1/12","08:21:45",501,"鹿野"
44,"0FDE1328","一般票",2016-01-13,"18:24",1104,"中央市場","2016/1/13","19:21:55",1161,"景豐"
44,"13DF8DE9","學生票",2016-01-13,"18:19",1099,"新生站","2016/1/13","19:08:27",1148,"鹿野"
44,"13F284E9","學生票",2016-01-13,"18:16",1096,"新生站","2016/1/13","18:54:35",1134,"龍過脈"
44,"1634245221","一般票",2016-01-13,"18:17",1097,"新生站","2016/1/13","19:03:55",1143,"龍田"
44,"33658FE9","學生票",2016-01-13,"18:26",1106,"署東醫院","2016/1/13","19:08:24",1148,"鹿野"
44,"33DF8DE9","學生票",2016-01-13,"18:18",1098,"新生站","2016/1/13","18:59:53",1139,"四維"
44,"43CE8DE9","學生票",2016-01-13,"18:19",1099,"新生站","2016/1/13","18:47:54",1127,"東成"
44,"43EB8DE9","學生票",2016-01-13,"18:31",1111,"馬蘭加油站","2016/1/13","18:55:01",1135,"龍過脈"
44,"5.30E+14","學生票",2016-01-13,"18:24",1104,"中央市場","2016/1/13","18:54:56",1134,"龍過脈"
44,"63CF84E9","學生票",2016-01-13,"18:16",1096,"新生站","2016/1/13","18:38:17",1118,"南王"
44,"931A92E9","學生票",2016-01-13,"18:28",1108,"變電所","2016/1/13","18:51:37",1131,"明峰"
44,"93DC84E9","學生票",2016-01-13,"18:16",1096,"新生站","2016/1/13","18:29:36",1109,"新生國小"
44,"A3708FE9","學生票",2016-01-13,"18:24",1104,"中央市場","2016/1/13","18:59:48",1139,"四維"
44,"B36E8FE9","學生票",2016-01-13,"18:18",1098,"新生站","2016/1/13","18:44:51",1124,"賓朗"
44,"B3BA8DE9","學生票",2016-01-13,"18:17",1097,"新生站","2016/1/13","19:08:20",1148,"鹿野"
44,"D3668FE9","學生票",2016-01-13,"18:31",1111,"馬蘭加油站","2016/1/13","18:51:34",1131,"明峰"
44,"D36C8FE9","學生票",2016-01-13,"18:19",1099,"新生站","2016/1/13","18:51:39",1131,"明峰"
44,"E39191E9","學生票",2016-01-13,"18:19",1099,"新生站","2016/1/13","18:52:20",1132,"初鹿"
44,"F39891E9","學生票",2016-01-13,"18:26",1106,"署東醫院","2016/1/13","18:52:17",1132,"初鹿"
44,"02411C03","敬老票",2016-01-13,"08:32",512,"新豐","2016/1/13","08:42:08",522,"關山"
44,"12561B03","敬老票",2016-01-13,"08:37",517,"月眉","2016/1/13","08:42:30",522,"關山"
44,"1888724250","敬老票",2016-01-13,"07:27",447,"新生站","2016/1/13","08:45:10",525,"關山慈濟"
44,"22F2BA02","敬老票",2016-01-13,"07:27",447,"新生站","2016/1/13","08:18:10",498,"鹿野"
44,"9278BC02","敬老票",2016-01-13,"07:48",468,"南王","2016/1/13","08:45:18",525,"關山慈濟"
44,"B2FEBA02","敬老票",2016-01-13,"07:28",448,"新生站","2016/1/13","08:19:10",499,"鹿野"
44,"031F8FE9","學生票",2016-01-14,"18:15",1095,"新生站","2016/1/14","18:35:42",1115,"南王"
44,"037E8FE9","學生票",2016-01-14,"18:29",1109,"四維路口","2016/1/14","18:47:17",1127,"煙草間"
44,"13DF8DE9","學生票",2016-01-14,"18:16",1096,"新生站","2016/1/14","19:05:24",1145,"鹿野"
44,"13F284E9","學生票",2016-01-14,"18:15",1095,"新生站","2016/1/14","18:52:22",1132,"龍過脈"
44,"430A85E9","學生票",2016-01-14,"18:15",1095,"新生站","2016/1/14","19:00:36",1140,"龍田"
44,"43CE8DE9","學生票",2016-01-14,"18:16",1096,"新生站","2016/1/14","18:45:21",1125,"東成"
44,"43EB8DE9","學生票",2016-01-14,"18:30",1110,"馬蘭加油站","2016/1/14","18:52:38",1132,"龍過脈"
44,"5.30E+14","學生票",2016-01-14,"18:23",1103,"中央市場","2016/1/14","18:52:35",1132,"龍過脈"
